Redshift Table,Databricks Table
segment_algolia_dashboard_frontend.clicked_request_free_trial,redshift.segment_algolia_dashboard_frontend.clicked_request_free_trial
segment_algolia_dashboard_frontend.clicked_request_information_on_rules,redshift.segment_algolia_dashboard_frontend.clicked_request_information_on_rules
segment_algolia_dashboard_frontend.clicked_reranking,redshift.segment_algolia_dashboard_frontend.clicked_reranking
segment_algolia_dashboard_frontend.clicked_resend_invitation,redshift.segment_algolia_dashboard_frontend.clicked_resend_invitation
segment_algolia_dashboard_frontend.clicked_reset_meta_search_input_button,redshift.segment_algolia_dashboard_frontend.clicked_reset_meta_search_input_button
segment_algolia_dashboard_frontend.clicked_resources_button_in_header,redshift.segment_algolia_dashboard_frontend.clicked_resources_button_in_header
segment_algolia_dashboard_frontend.clicked_return_to_your_application,redshift.segment_algolia_dashboard_frontend.clicked_return_to_your_application
segment_algolia_dashboard_frontend.clicked_review_and_confirm,redshift.segment_algolia_dashboard_frontend.clicked_review_and_confirm
segment_algolia_dashboard_frontend.clicked_review_and_publish,redshift.segment_algolia_dashboard_frontend.clicked_review_and_publish
segment_algolia_dashboard_frontend.clicked_review_and_save_settings,redshift.segment_algolia_dashboard_frontend.clicked_review_and_save_settings
segment_algolia_dashboard_frontend.clicked_rules,redshift.segment_algolia_dashboard_frontend.clicked_rules
segment_algolia_dashboard_frontend.clicked_sample_dataset_dropdown,redshift.segment_algolia_dashboard_frontend.clicked_sample_dataset_dropdown
segment_algolia_dashboard_frontend.clicked_save_a_recommend_rule,redshift.segment_algolia_dashboard_frontend.clicked_save_a_recommend_rule
segment_algolia_dashboard_frontend.clicked_save_as_draft,redshift.segment_algolia_dashboard_frontend.clicked_save_as_draft
segment_algolia_dashboard_frontend.clicked_save_billing_address,redshift.segment_algolia_dashboard_frontend.clicked_save_billing_address
segment_algolia_dashboard_frontend.clicked_save_query_rule,redshift.segment_algolia_dashboard_frontend.clicked_save_query_rule
segment_algolia_dashboard_frontend.clicked_save_settings,redshift.segment_algolia_dashboard_frontend.clicked_save_settings
segment_algolia_dashboard_frontend.clicked_save_synonym,redshift.segment_algolia_dashboard_frontend.clicked_save_synonym
segment_algolia_dashboard_frontend.clicked_saved_changes_and_retrain_model,redshift.segment_algolia_dashboard_frontend.clicked_saved_changes_and_retrain_model
segment_algolia_dashboard_frontend.clicked_search_query,redshift.segment_algolia_dashboard_frontend.clicked_search_query
segment_algolia_dashboard_frontend.clicked_searches,redshift.segment_algolia_dashboard_frontend.clicked_searches
segment_algolia_dashboard_frontend.clicked_see_errors_in_banner,redshift.segment_algolia_dashboard_frontend.clicked_see_errors_in_banner
segment_algolia_dashboard_frontend.clicked_select_integration,redshift.segment_algolia_dashboard_frontend.clicked_select_integration
segment_algolia_dashboard_frontend.clicked_select_language,redshift.segment_algolia_dashboard_frontend.clicked_select_language
segment_algolia_dashboard_frontend.clicked_send_events_method,redshift.segment_algolia_dashboard_frontend.clicked_send_events_method
segment_algolia_dashboard_frontend.clicked_send_new_confirmation_link,redshift.segment_algolia_dashboard_frontend.clicked_send_new_confirmation_link
segment_algolia_dashboard_frontend.clicked_sending_and_managing_data_documentation_link,redshift.segment_algolia_dashboard_frontend.clicked_sending_and_managing_data_documentation_link
segment_algolia_dashboard_frontend.clicked_sending_events_documentation_link,redshift.segment_algolia_dashboard_frontend.clicked_sending_events_documentation_link
segment_algolia_dashboard_frontend.clicked_set_condition,redshift.segment_algolia_dashboard_frontend.clicked_set_condition
segment_algolia_dashboard_frontend.clicked_set_search_query,redshift.segment_algolia_dashboard_frontend.clicked_set_search_query
segment_algolia_dashboard_frontend.clicked_set_up_events,redshift.segment_algolia_dashboard_frontend.clicked_set_up_events
segment_algolia_dashboard_frontend.clicked_setting_documentation,redshift.segment_algolia_dashboard_frontend.clicked_setting_documentation
segment_algolia_dashboard_frontend.clicked_share_feedback,redshift.segment_algolia_dashboard_frontend.clicked_share_feedback
segment_algolia_dashboard_frontend.clicked_show_all_features,redshift.segment_algolia_dashboard_frontend.clicked_show_all_features
segment_algolia_dashboard_frontend.clicked_show_json_rule,redshift.segment_algolia_dashboard_frontend.clicked_show_json_rule
segment_algolia_dashboard_frontend.clicked_show_more_facets,redshift.segment_algolia_dashboard_frontend.clicked_show_more_facets
segment_algolia_dashboard_frontend.clicked_show_re_ranking_ab_test_details,redshift.segment_algolia_dashboard_frontend.clicked_show_re_ranking_ab_test_details
segment_algolia_dashboard_frontend.clicked_show_rules_in_simulator,redshift.segment_algolia_dashboard_frontend.clicked_show_rules_in_simulator
segment_algolia_dashboard_frontend.clicked_sign_in,redshift.segment_algolia_dashboard_frontend.clicked_sign_in
segment_algolia_dashboard_frontend.clicked_sign_up,redshift.segment_algolia_dashboard_frontend.clicked_sign_up
segment_algolia_dashboard_frontend.clicked_sign_up_git_hub,redshift.segment_algolia_dashboard_frontend.clicked_sign_up_git_hub
segment_algolia_dashboard_frontend.clicked_sign_up_google,redshift.segment_algolia_dashboard_frontend.clicked_sign_up_google
segment_algolia_dashboard_frontend.clicked_simulate_for_this_index,redshift.segment_algolia_dashboard_frontend.clicked_simulate_for_this_index
segment_algolia_dashboard_frontend.clicked_skip,redshift.segment_algolia_dashboard_frontend.clicked_skip
segment_algolia_dashboard_frontend.clicked_source_index_modal_open,redshift.segment_algolia_dashboard_frontend.clicked_source_index_modal_open
segment_algolia_dashboard_frontend.clicked_specified_timeframe,redshift.segment_algolia_dashboard_frontend.clicked_specified_timeframe
segment_algolia_dashboard_frontend.clicked_start_polling_on_empty_list,redshift.segment_algolia_dashboard_frontend.clicked_start_polling_on_empty_list
segment_algolia_dashboard_frontend.clicked_start_training,redshift.segment_algolia_dashboard_frontend.clicked_start_training
segment_algolia_dashboard_frontend.clicked_stepper,redshift.segment_algolia_dashboard_frontend.clicked_stepper
segment_algolia_dashboard_frontend.clicked_strategy,redshift.segment_algolia_dashboard_frontend.clicked_strategy
segment_algolia_dashboard_frontend.clicked_suggested_synonyms,redshift.segment_algolia_dashboard_frontend.clicked_suggested_synonyms
segment_algolia_dashboard_frontend.clicked_switch_anchor,redshift.segment_algolia_dashboard_frontend.clicked_switch_anchor
segment_algolia_dashboard_frontend.clicked_talk_to_an_expert,redshift.segment_algolia_dashboard_frontend.clicked_talk_to_an_expert
segment_algolia_dashboard_frontend.clicked_target_context,redshift.segment_algolia_dashboard_frontend.clicked_target_context
segment_algolia_dashboard_frontend.clicked_team,redshift.segment_algolia_dashboard_frontend.clicked_team
segment_algolia_dashboard_frontend.clicked_test_rule,redshift.segment_algolia_dashboard_frontend.clicked_test_rule
segment_algolia_dashboard_frontend.clicked_to_change_the_condition,redshift.segment_algolia_dashboard_frontend.clicked_to_change_the_condition
segment_algolia_dashboard_frontend.clicked_to_edit_synonym_type,redshift.segment_algolia_dashboard_frontend.clicked_to_edit_synonym_type
segment_algolia_dashboard_frontend.clicked_to_modify_accepted_synonym,redshift.segment_algolia_dashboard_frontend.clicked_to_modify_accepted_synonym
segment_algolia_dashboard_frontend.clicked_to_play_predict_pilot_video,redshift.segment_algolia_dashboard_frontend.clicked_to_play_predict_pilot_video
segment_algolia_dashboard_frontend.clicked_today,redshift.segment_algolia_dashboard_frontend.clicked_today
segment_algolia_dashboard_frontend.clicked_toggle_filters,redshift.segment_algolia_dashboard_frontend.clicked_toggle_filters
segment_algolia_dashboard_frontend.clicked_underperforming_queries_only,redshift.segment_algolia_dashboard_frontend.clicked_underperforming_queries_only
segment_algolia_dashboard_frontend.clicked_unhide_onboarding_checklist,redshift.segment_algolia_dashboard_frontend.clicked_unhide_onboarding_checklist
segment_algolia_dashboard_frontend.clicked_unpin_item,redshift.segment_algolia_dashboard_frontend.clicked_unpin_item
segment_algolia_dashboard_frontend.clicked_unpin_result,redshift.segment_algolia_dashboard_frontend.clicked_unpin_result
segment_algolia_dashboard_frontend.clicked_update,redshift.segment_algolia_dashboard_frontend.clicked_update
segment_algolia_dashboard_frontend.clicked_update_plan,redshift.segment_algolia_dashboard_frontend.clicked_update_plan
segment_algolia_dashboard_frontend.clicked_upgrade_from_billing_overview_page,redshift.segment_algolia_dashboard_frontend.clicked_upgrade_from_billing_overview_page
segment_algolia_dashboard_frontend.clicked_upgrade_link_from_records_file_upload_modal,redshift.segment_algolia_dashboard_frontend.clicked_upgrade_link_from_records_file_upload_modal
segment_algolia_dashboard_frontend.clicked_upgrade_link_from_records_manual_upload_modal,redshift.segment_algolia_dashboard_frontend.clicked_upgrade_link_from_records_manual_upload_modal
segment_algolia_dashboard_frontend.clicked_upgrade_on_ai_synonyms_feature_gate,redshift.segment_algolia_dashboard_frontend.clicked_upgrade_on_ai_synonyms_feature_gate
segment_algolia_dashboard_frontend.clicked_upgrade_on_personalization_feature_gate,redshift.segment_algolia_dashboard_frontend.clicked_upgrade_on_personalization_feature_gate
segment_algolia_dashboard_frontend.clicked_upgrade_on_reranking_feature_gate,redshift.segment_algolia_dashboard_frontend.clicked_upgrade_on_reranking_feature_gate
segment_algolia_dashboard_frontend.clicked_upgrade_on_summary_page,redshift.segment_algolia_dashboard_frontend.clicked_upgrade_on_summary_page
segment_algolia_dashboard_frontend.clicked_upgrade_on_visual_editor_feature_gate,redshift.segment_algolia_dashboard_frontend.clicked_upgrade_on_visual_editor_feature_gate
segment_algolia_dashboard_frontend.clicked_upgrade_plan,redshift.segment_algolia_dashboard_frontend.clicked_upgrade_plan
segment_algolia_dashboard_frontend.clicked_upload_records_dropdown,redshift.segment_algolia_dashboard_frontend.clicked_upload_records_dropdown
segment_algolia_dashboard_frontend.clicked_upload_synonyms,redshift.segment_algolia_dashboard_frontend.clicked_upload_synonyms
segment_algolia_dashboard_frontend.clicked_use_base_date_range,redshift.segment_algolia_dashboard_frontend.clicked_use_base_date_range
segment_algolia_dashboard_frontend.clicked_user,redshift.segment_algolia_dashboard_frontend.clicked_user
segment_algolia_dashboard_frontend.clicked_user_menu,redshift.segment_algolia_dashboard_frontend.clicked_user_menu
segment_algolia_dashboard_frontend.clicked_validity,redshift.segment_algolia_dashboard_frontend.clicked_validity
segment_algolia_dashboard_frontend.clicked_view_new_application,redshift.segment_algolia_dashboard_frontend.clicked_view_new_application
segment_algolia_dashboard_frontend.clicked_view_no_results_searches,redshift.segment_algolia_dashboard_frontend.clicked_view_no_results_searches
segment_algolia_dashboard_frontend.clicked_view_popular_results,redshift.segment_algolia_dashboard_frontend.clicked_view_popular_results
segment_algolia_dashboard_frontend.clicked_view_popular_searches,redshift.segment_algolia_dashboard_frontend.clicked_view_popular_searches
segment_algolia_dashboard_frontend.clicked_view_rule,redshift.segment_algolia_dashboard_frontend.clicked_view_rule
segment_algolia_dashboard_frontend.clicked_viewing_as_user,redshift.segment_algolia_dashboard_frontend.clicked_viewing_as_user
segment_algolia_dashboard_frontend.clicked_volume_discounts,redshift.segment_algolia_dashboard_frontend.clicked_volume_discounts
segment_algolia_dashboard_frontend.clicked_with_rules,redshift.segment_algolia_dashboard_frontend.clicked_with_rules
segment_algolia_dashboard_frontend.clicked_words_ignored,redshift.segment_algolia_dashboard_frontend.clicked_words_ignored
segment_algolia_dashboard_frontend.clicked_zendesk,redshift.segment_algolia_dashboard_frontend.clicked_zendesk
segment_algolia_dashboard_frontend.closed_introduction_collapse,redshift.segment_algolia_dashboard_frontend.closed_introduction_collapse
segment_algolia_dashboard_frontend.closed_new_rule_beta_version,redshift.segment_algolia_dashboard_frontend.closed_new_rule_beta_version
segment_algolia_dashboard_frontend.compared_analytics_dates,redshift.segment_algolia_dashboard_frontend.compared_analytics_dates
segment_algolia_dashboard_frontend.completed_advanced_section,redshift.segment_algolia_dashboard_frontend.completed_advanced_section
segment_algolia_dashboard_frontend.completed_basic_section,redshift.segment_algolia_dashboard_frontend.completed_basic_section
segment_algolia_dashboard_frontend.configured_a_filter_in_ui_demo,redshift.segment_algolia_dashboard_frontend.configured_a_filter_in_ui_demo
segment_algolia_dashboard_frontend.configured_display_preferences_in_ui_demo,redshift.segment_algolia_dashboard_frontend.configured_display_preferences_in_ui_demo
segment_algolia_dashboard_frontend.configured_theme_in_ui_demo,redshift.segment_algolia_dashboard_frontend.configured_theme_in_ui_demo
segment_algolia_dashboard_frontend.confirmed_accepted_synonym_edit,redshift.segment_algolia_dashboard_frontend.confirmed_accepted_synonym_edit
segment_algolia_dashboard_frontend.confirmed_pending_synonym_edit,redshift.segment_algolia_dashboard_frontend.confirmed_pending_synonym_edit
segment_algolia_dashboard_frontend.created_ab_test,redshift.segment_algolia_dashboard_frontend.created_ab_test
segment_algolia_dashboard_frontend.created_an_index,redshift.segment_algolia_dashboard_frontend.created_an_index
segment_algolia_dashboard_frontend.created_new_custom_segmentation,redshift.segment_algolia_dashboard_frontend.created_new_custom_segmentation
segment_algolia_dashboard_frontend.created_new_custom_stopword,redshift.segment_algolia_dashboard_frontend.created_new_custom_stopword
segment_algolia_dashboard_frontend.csv_export_countries,redshift.segment_algolia_dashboard_frontend.csv_export_countries
segment_algolia_dashboard_frontend.csv_export_filters_for_selected_filter,redshift.segment_algolia_dashboard_frontend.csv_export_filters_for_selected_filter
segment_algolia_dashboard_frontend.csv_export_no_click_searches,redshift.segment_algolia_dashboard_frontend.csv_export_no_click_searches
segment_algolia_dashboard_frontend.csv_export_no_results,redshift.segment_algolia_dashboard_frontend.csv_export_no_results
segment_algolia_dashboard_frontend.csv_export_searches,redshift.segment_algolia_dashboard_frontend.csv_export_searches
segment_algolia_dashboard_frontend.csv_export_top_filters,redshift.segment_algolia_dashboard_frontend.csv_export_top_filters
segment_algolia_dashboard_frontend.deactivated_the_re_ranking,redshift.segment_algolia_dashboard_frontend.deactivated_the_re_ranking
segment_algolia_dashboard_frontend.declined_synonym,redshift.segment_algolia_dashboard_frontend.declined_synonym
segment_algolia_dashboard_frontend.delete_ab_test,redshift.segment_algolia_dashboard_frontend.delete_ab_test
segment_algolia_dashboard_frontend.deleted_ab_test,redshift.segment_algolia_dashboard_frontend.deleted_ab_test
segment_algolia_dashboard_frontend.deleted_custom_declension,redshift.segment_algolia_dashboard_frontend.deleted_custom_declension
segment_algolia_dashboard_frontend.deleted_custom_segmentation,redshift.segment_algolia_dashboard_frontend.deleted_custom_segmentation
segment_algolia_dashboard_frontend.deleted_custom_stopword,redshift.segment_algolia_dashboard_frontend.deleted_custom_stopword
segment_algolia_dashboard_frontend.disabled_a_custom_stopword,redshift.segment_algolia_dashboard_frontend.disabled_a_custom_stopword
segment_algolia_dashboard_frontend.discarded_and_left_overlay,redshift.segment_algolia_dashboard_frontend.discarded_and_left_overlay
segment_algolia_dashboard_frontend.dismiss_ai_optimization_onboarding,redshift.segment_algolia_dashboard_frontend.dismiss_ai_optimization_onboarding
segment_algolia_dashboard_frontend.dismiss_onboarding,redshift.segment_algolia_dashboard_frontend.dismiss_onboarding
segment_algolia_dashboard_frontend.dismiss_rules_onboarding,redshift.segment_algolia_dashboard_frontend.dismiss_rules_onboarding
segment_algolia_dashboard_frontend.dismissed_end_of_onboarding_modal,redshift.segment_algolia_dashboard_frontend.dismissed_end_of_onboarding_modal
segment_algolia_dashboard_frontend.dismissed_meta_search_feedback_form,redshift.segment_algolia_dashboard_frontend.dismissed_meta_search_feedback_form
segment_algolia_dashboard_frontend.displayed_retention_limit_message,redshift.segment_algolia_dashboard_frontend.displayed_retention_limit_message
segment_algolia_dashboard_frontend.drag_and_dropped_item,redshift.segment_algolia_dashboard_frontend.drag_and_dropped_item
segment_algolia_dashboard_frontend.edited_a_ui_demo,redshift.segment_algolia_dashboard_frontend.edited_a_ui_demo
segment_algolia_dashboard_frontend.edited_algolia_declension,redshift.segment_algolia_dashboard_frontend.edited_algolia_declension
segment_algolia_dashboard_frontend.edited_algolia_decomposition,redshift.segment_algolia_dashboard_frontend.edited_algolia_decomposition
segment_algolia_dashboard_frontend.edited_custom_declension,redshift.segment_algolia_dashboard_frontend.edited_custom_declension
segment_algolia_dashboard_frontend.enabled_a_custom_stopword,redshift.segment_algolia_dashboard_frontend.enabled_a_custom_stopword
segment_algolia_dashboard_frontend.enabled_a_modified_standard_stopword,redshift.segment_algolia_dashboard_frontend.enabled_a_modified_standard_stopword
segment_algolia_dashboard_frontend.enabled_a_standard_stopword,redshift.segment_algolia_dashboard_frontend.enabled_a_standard_stopword
segment_algolia_dashboard_frontend.entered_tech_stack_data,redshift.segment_algolia_dashboard_frontend.entered_tech_stack_data
segment_algolia_dashboard_frontend.exposure,redshift.segment_algolia_dashboard_frontend.exposure
segment_algolia_dashboard_frontend.filtered_rules,redshift.segment_algolia_dashboard_frontend.filtered_rules
segment_algolia_dashboard_frontend.filtered_rules_by_status,redshift.segment_algolia_dashboard_frontend.filtered_rules_by_status
segment_algolia_dashboard_frontend.free_app_blocked_page_clicked_upgrade,redshift.segment_algolia_dashboard_frontend.free_app_blocked_page_clicked_upgrade
segment_algolia_dashboard_frontend.gave_click_metrics_for_results_feedback,redshift.segment_algolia_dashboard_frontend.gave_click_metrics_for_results_feedback
segment_algolia_dashboard_frontend.gave_feedback_on_ab_test,redshift.segment_algolia_dashboard_frontend.gave_feedback_on_ab_test
segment_algolia_dashboard_frontend.gave_feedback_on_insights_api_hub,redshift.segment_algolia_dashboard_frontend.gave_feedback_on_insights_api_hub
segment_algolia_dashboard_frontend.gave_feedback_on_recommend,redshift.segment_algolia_dashboard_frontend.gave_feedback_on_recommend
segment_algolia_dashboard_frontend.gave_implementation_help_feedback,redshift.segment_algolia_dashboard_frontend.gave_implementation_help_feedback
segment_algolia_dashboard_frontend.gave_no_clicks_feedback,redshift.segment_algolia_dashboard_frontend.gave_no_clicks_feedback
segment_algolia_dashboard_frontend.generated_a_ui_demo,redshift.segment_algolia_dashboard_frontend.generated_a_ui_demo
segment_algolia_dashboard_frontend.has_re_ranking_warnings,redshift.segment_algolia_dashboard_frontend.has_re_ranking_warnings
segment_algolia_dashboard_frontend.hello,redshift.segment_algolia_dashboard_frontend.hello
segment_algolia_dashboard_frontend.highlight_meta_search_item,redshift.segment_algolia_dashboard_frontend.highlight_meta_search_item
segment_algolia_dashboard_frontend.hovered_ranking_information,redshift.segment_algolia_dashboard_frontend.hovered_ranking_information
segment_algolia_dashboard_frontend.identifies,redshift.segment_algolia_dashboard_frontend.identifies
segment_algolia_dashboard_frontend.interact_with_synonyms_timeline,redshift.segment_algolia_dashboard_frontend.interact_with_synonyms_timeline
segment_algolia_dashboard_frontend.loaded_a_page,redshift.segment_algolia_dashboard_frontend.loaded_a_page
segment_algolia_dashboard_frontend.loaded_sample_dataset,redshift.segment_algolia_dashboard_frontend.loaded_sample_dataset
segment_algolia_dashboard_frontend.mk_form_cta,redshift.segment_algolia_dashboard_frontend.mk_form_cta
segment_algolia_dashboard_frontend.modified_accepted_synonym,redshift.segment_algolia_dashboard_frontend.modified_accepted_synonym
segment_algolia_dashboard_frontend.opened_compare_date_range,redshift.segment_algolia_dashboard_frontend.opened_compare_date_range
segment_algolia_dashboard_frontend.opened_declined_synonym_edit,redshift.segment_algolia_dashboard_frontend.opened_declined_synonym_edit
segment_algolia_dashboard_frontend.opened_pending_synonym_edit,redshift.segment_algolia_dashboard_frontend.opened_pending_synonym_edit
segment_algolia_dashboard_frontend.opened_volume_discount_modal,redshift.segment_algolia_dashboard_frontend.opened_volume_discount_modal
segment_algolia_dashboard_frontend.opop24r24r24r24r,redshift.segment_algolia_dashboard_frontend.opop24r24r24r24r
segment_algolia_dashboard_frontend.pages,redshift.segment_algolia_dashboard_frontend.pages
segment_algolia_dashboard_frontend.paused_business_user_video,redshift.segment_algolia_dashboard_frontend.paused_business_user_video
segment_algolia_dashboard_frontend.paused_business_user_video_at_0,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_0
segment_algolia_dashboard_frontend.paused_business_user_video_at_12,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_12
segment_algolia_dashboard_frontend.paused_business_user_video_at_18,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_18
segment_algolia_dashboard_frontend.paused_business_user_video_at_20,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_20
segment_algolia_dashboard_frontend.paused_business_user_video_at_22,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_22
segment_algolia_dashboard_frontend.paused_business_user_video_at_24,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_24
segment_algolia_dashboard_frontend.paused_business_user_video_at_27,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_27
segment_algolia_dashboard_frontend.paused_business_user_video_at_29,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_29
segment_algolia_dashboard_frontend.paused_business_user_video_at_3,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_3
segment_algolia_dashboard_frontend.paused_business_user_video_at_30,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_30
segment_algolia_dashboard_frontend.paused_business_user_video_at_32,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_32
segment_algolia_dashboard_frontend.paused_business_user_video_at_4,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_4
segment_algolia_dashboard_frontend.paused_business_user_video_at_42,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_42
segment_algolia_dashboard_frontend.paused_business_user_video_at_50,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_50
segment_algolia_dashboard_frontend.paused_business_user_video_at_55,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_55
segment_algolia_dashboard_frontend.paused_business_user_video_at_56,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_56
segment_algolia_dashboard_frontend.paused_business_user_video_at_57,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_57
segment_algolia_dashboard_frontend.paused_business_user_video_at_6,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_6
segment_algolia_dashboard_frontend.paused_business_user_video_at_60,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_60
segment_algolia_dashboard_frontend.paused_business_user_video_at_7,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_7
segment_algolia_dashboard_frontend.paused_business_user_video_at_75,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_75
segment_algolia_dashboard_frontend.paused_business_user_video_at_93,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_93
segment_algolia_dashboard_frontend.paused_business_user_video_at_95,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_95
segment_algolia_dashboard_frontend.paused_business_user_video_at_97,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_97
segment_algolia_dashboard_frontend.paused_business_user_video_at_99,redshift.segment_algolia_dashboard_frontend.paused_business_user_video_at_99
segment_algolia_dashboard_frontend.paused_introduction_video,redshift.segment_algolia_dashboard_frontend.paused_introduction_video
segment_algolia_dashboard_frontend.performed_search_on_index_from_browse_tab,redshift.segment_algolia_dashboard_frontend.performed_search_on_index_from_browse_tab
segment_algolia_dashboard_frontend.played_business_user_video,redshift.segment_algolia_dashboard_frontend.played_business_user_video
segment_algolia_dashboard_frontend.played_introduction_video,redshift.segment_algolia_dashboard_frontend.played_introduction_video
segment_algolia_dashboard_frontend.played_promotional_video,redshift.segment_algolia_dashboard_frontend.played_promotional_video
segment_algolia_dashboard_frontend.previewed_a_ui_demo,redshift.segment_algolia_dashboard_frontend.previewed_a_ui_demo
segment_algolia_dashboard_frontend.previewed_the_ui_demo,redshift.segment_algolia_dashboard_frontend.previewed_the_ui_demo
segment_algolia_dashboard_frontend.put_back_word,redshift.segment_algolia_dashboard_frontend.put_back_word
segment_algolia_dashboard_frontend.removed_accepted_synonyms,redshift.segment_algolia_dashboard_frontend.removed_accepted_synonyms
segment_algolia_dashboard_frontend.removed_analytics_tag,redshift.segment_algolia_dashboard_frontend.removed_analytics_tag
segment_algolia_dashboard_frontend.removed_filter_on_click_analytics,redshift.segment_algolia_dashboard_frontend.removed_filter_on_click_analytics
segment_algolia_dashboard_frontend.removed_filter_on_errors,redshift.segment_algolia_dashboard_frontend.removed_filter_on_errors
segment_algolia_dashboard_frontend.removed_filter_on_personalization,redshift.segment_algolia_dashboard_frontend.removed_filter_on_personalization
segment_algolia_dashboard_frontend.removed_word,redshift.segment_algolia_dashboard_frontend.removed_word
segment_algolia_dashboard_frontend.reviewed_all_suggested_synonyms,redshift.segment_algolia_dashboard_frontend.reviewed_all_suggested_synonyms
segment_algolia_dashboard_frontend.reviewing_suggested_synonyms,redshift.segment_algolia_dashboard_frontend.reviewing_suggested_synonyms
segment_algolia_dashboard_frontend.saved_boost_categories,redshift.segment_algolia_dashboard_frontend.saved_boost_categories
segment_algolia_dashboard_frontend.saved_bury_categories,redshift.segment_algolia_dashboard_frontend.saved_bury_categories
segment_algolia_dashboard_frontend.saved_category,redshift.segment_algolia_dashboard_frontend.saved_category
segment_algolia_dashboard_frontend.saved_condition,redshift.segment_algolia_dashboard_frontend.saved_condition
segment_algolia_dashboard_frontend.saved_custom_declensions,redshift.segment_algolia_dashboard_frontend.saved_custom_declensions
segment_algolia_dashboard_frontend.saved_filters_results,redshift.segment_algolia_dashboard_frontend.saved_filters_results
segment_algolia_dashboard_frontend.saved_hide_items,redshift.segment_algolia_dashboard_frontend.saved_hide_items
segment_algolia_dashboard_frontend.saved_hide_results,redshift.segment_algolia_dashboard_frontend.saved_hide_results
segment_algolia_dashboard_frontend.saved_pinned_items,redshift.segment_algolia_dashboard_frontend.saved_pinned_items
segment_algolia_dashboard_frontend.saved_preview_attributes,redshift.segment_algolia_dashboard_frontend.saved_preview_attributes
segment_algolia_dashboard_frontend.saved_query_categorization_configuration,redshift.segment_algolia_dashboard_frontend.saved_query_categorization_configuration
segment_algolia_dashboard_frontend.saved_re_ranking_configuration,redshift.segment_algolia_dashboard_frontend.saved_re_ranking_configuration
segment_algolia_dashboard_frontend.saved_rule,redshift.segment_algolia_dashboard_frontend.saved_rule
segment_algolia_dashboard_frontend.saved_search_query,redshift.segment_algolia_dashboard_frontend.saved_search_query
segment_algolia_dashboard_frontend.saved_time_frame,redshift.segment_algolia_dashboard_frontend.saved_time_frame
segment_algolia_dashboard_frontend.searched_for_a_query_with_breakdown_open,redshift.segment_algolia_dashboard_frontend.searched_for_a_query_with_breakdown_open
segment_algolia_dashboard_frontend.searched_for_a_segmentation,redshift.segment_algolia_dashboard_frontend.searched_for_a_segmentation
segment_algolia_dashboard_frontend.searched_for_a_stopword,redshift.segment_algolia_dashboard_frontend.searched_for_a_stopword
segment_algolia_dashboard_frontend.searched_for_hit,redshift.segment_algolia_dashboard_frontend.searched_for_hit
segment_algolia_dashboard_frontend.searched_for_no_click_query,redshift.segment_algolia_dashboard_frontend.searched_for_no_click_query
segment_algolia_dashboard_frontend.searched_for_no_result_query,redshift.segment_algolia_dashboard_frontend.searched_for_no_result_query
segment_algolia_dashboard_frontend.searched_for_query,redshift.segment_algolia_dashboard_frontend.searched_for_query
segment_algolia_dashboard_frontend.searched_in_a_ui_demo_editor,redshift.segment_algolia_dashboard_frontend.searched_in_a_ui_demo_editor
segment_algolia_dashboard_frontend.searched_in_a_ui_demo_preview,redshift.segment_algolia_dashboard_frontend.searched_in_a_ui_demo_preview
segment_algolia_dashboard_frontend.searched_in_the_ui_demo_editor,redshift.segment_algolia_dashboard_frontend.searched_in_the_ui_demo_editor
segment_algolia_dashboard_frontend.searched_query_categorization_categories,redshift.segment_algolia_dashboard_frontend.searched_query_categorization_categories
segment_algolia_dashboard_frontend.seen_errors_banner,redshift.segment_algolia_dashboard_frontend.seen_errors_banner
segment_algolia_dashboard_frontend.seen_legacy_warning_banner,redshift.segment_algolia_dashboard_frontend.seen_legacy_warning_banner
segment_algolia_dashboard_frontend.select_meta_search_item,redshift.segment_algolia_dashboard_frontend.select_meta_search_item
